,tmax,tmin,prcp,temp_id
2001-01-01,15.166666666666666,-3.8333333333333335,0.0016666666666666668,8
2001-01-02,21.0,-6.666666666666667,0.0,8
2001-01-03,30.5,14.5,0.0016666666666666668,8
2001-01-04,39.0,12.833333333333334,0.0,8
2001-01-05,35.5,15.5,0.0,8
2001-01-06,39.833333333333336,15.833333333333334,0.0,8
2001-01-07,33.333333333333336,17.833333333333332,0.0,8
2001-01-08,25.166666666666668,6.666666666666667,0.0,8
2001-01-09,27.666666666666668,1.0,0.0,8
2001-01-10,39.333333333333336,20.5,0.0,8
2001-01-11,36.833333333333336,27.0,0.07333333333333333,8
2001-01-12,31.666666666666668,29.666666666666668,0.0,8
2001-01-13,34.5,30.166666666666668,0.215,8
2001-01-14,33.666666666666664,30.5,0.09666666666666666,8
2001-01-15,31.166666666666668,21.833333333333332,0.0,8
2001-01-16,23.166666666666668,12.166666666666666,0.0,8
2001-01-17,22.666666666666668,7.666666666666667,0.0,8
2001-01-18,30.5,10.5,0.0,8
2001-01-19,14.666666666666666,-4.333333333333333,0.0,8
2001-01-20,17.833333333333332,-9.0,0.0,8
2001-01-21,18.5,4.333333333333333,0.0,8
2001-01-22,30.666666666666668,2.5,0.0,8
2001-01-23,30.666666666666668,15.0,0.0,8
2001-01-24,20.833333333333332,2.3333333333333335,0.0,8
2001-01-25,23.5,-3.5,0.0016666666666666668,8
2001-01-26,29.833333333333332,12.333333333333334,0.10166666666666667,8
2001-01-27,23.166666666666668,1.3333333333333333,0.0,8
2001-01-28,27.833333333333332,12.333333333333334,0.07166666666666667,8
2001-01-29,34.666666666666664,27.0,0.6633333333333332,8
2001-01-30,33.5,27.0,0.045000000000000005,8
2001-01-31,30.666666666666668,14.833333333333334,0.0033333333333333335,8
2001-02-01,18.333333333333332,-7.833333333333333,0.006666666666666667,8
2001-02-02,9.833333333333334,-11.833333333333334,0.035,8
2001-02-03,32.5,7.833333333333333,0.05333333333333334,8
2001-02-04,32.166666666666664,19.333333333333332,0.008333333333333333,8
2001-02-05,34.166666666666664,18.166666666666668,0.013333333333333334,8
2001-02-06,30.0,11.5,0.0,8
2001-02-07,30.333333333333332,13.833333333333334,0.08166666666666667,8
2001-02-08,32.166666666666664,23.666666666666668,0.4083333333333334,8
2001-02-09,24.166666666666668,1.0,0.5416666666666666,8
2001-02-10,11.833333333333334,-4.666666666666667,0.0,8
2001-02-11,23.166666666666668,2.3333333333333335,0.0,8
2001-02-12,31.333333333333332,18.166666666666668,0.0,8
2001-02-13,34.0,22.333333333333332,0.0016666666666666668,8
2001-02-14,26.666666666666668,12.0,0.12333333333333334,8
2001-02-15,22.166666666666668,10.666666666666666,0.0,8
2001-02-16,18.0,2.0,0.0,8
2001-02-17,10.833333333333334,-2.5,0.0,8
2001-02-18,29.666666666666668,5.666666666666667,0.0,8
2001-02-19,32.5,21.833333333333332,0.0,8
2001-02-20,23.333333333333332,5.666666666666667,0.0,8
2001-02-21,13.166666666666666,-2.0,0.0033333333333333335,8
2001-02-22,27.5,10.166666666666666,0.006666666666666667,8
2001-02-23,27.666666666666668,5.333333333333333,0.0033333333333333335,8
2001-02-24,40.0,26.833333333333332,0.4766666666666666,8
2001-02-25,36.666666666666664,17.333333333333332,0.11333333333333334,8
2001-02-26,26.666666666666668,13.166666666666666,0.006666666666666667,8
2001-02-27,15.666666666666666,1.6666666666666667,0.0016666666666666668,8
2001-02-28,25.0,-2.5,0.0,8
2001-03-01,29.833333333333332,14.333333333333334,0.0033333333333333335,8
2001-03-02,34.833333333333336,20.666666666666668,0.0,8
2001-03-03,37.5,15.5,0.0,8
2001-03-04,29.166666666666668,17.5,0.0,8
2001-03-05,27.0,14.5,0.0,8
2001-03-06,30.666666666666668,11.0,0.0,8
2001-03-07,31.0,19.166666666666668,0.0,8
2001-03-08,28.833333333333332,23.0,0.0,8
2001-03-09,31.166666666666668,20.5,0.0,8
2001-03-10,39.0,21.166666666666668,0.045000000000000005,8
2001-03-11,34.0,16.833333333333332,0.05000000000000001,8
2001-03-12,37.333333333333336,27.0,0.21833333333333335,8
2001-03-13,38.5,28.666666666666668,0.006666666666666667,8
2001-03-14,46.166666666666664,29.166666666666668,0.015000000000000001,8
2001-03-15,37.333333333333336,29.166666666666668,0.19166666666666665,8
2001-03-16,33.5,25.666666666666668,0.18500000000000003,8
2001-03-17,37.5,18.5,0.0,8
2001-03-18,38.666666666666664,17.833333333333332,0.0,8
2001-03-19,42.0,28.5,0.0016666666666666668,8
2001-03-20,48.833333333333336,27.166666666666668,0.0,8
2001-03-21,47.166666666666664,31.833333333333332,0.0,8
2001-03-22,49.5,31.0,0.0,8
2001-03-23,36.666666666666664,22.666666666666668,0.105,8
2001-03-24,25.5,16.333333333333332,0.0,8
2001-03-25,23.666666666666668,14.833333333333334,0.0,8
2001-03-26,33.166666666666664,11.666666666666666,0.0,8
2001-03-27,42.333333333333336,15.0,0.0,8
2001-03-28,41.333333333333336,28.333333333333332,0.05666666666666667,8
2001-03-29,44.0,33.166666666666664,0.028333333333333335,8
2001-03-30,51.833333333333336,32.0,0.034999999999999996,8
2001-03-31,46.333333333333336,28.833333333333332,0.145,8
2001-04-01,49.666666666666664,25.5,0.006666666666666667,8
2001-04-02,56.833333333333336,32.0,0.0,8
2001-04-03,51.166666666666664,33.166666666666664,0.011666666666666667,8
2001-04-04,59.833333333333336,33.666666666666664,0.0,8
2001-04-05,59.333333333333336,45.333333333333336,0.14666666666666667,8
2001-04-06,62.666666666666664,44.0,0.2866666666666667,8
