,tmax,tmin,prcp,temp_id
2001-01-01,25.428571428571427,13.285714285714286,0.004285714285714286,6
2001-01-02,23.166666666666668,7.166666666666667,0.0016666666666666668,6
2001-01-03,23.428571428571427,6.0,0.004285714285714286,6
2001-01-04,28.428571428571427,22.571428571428573,0.008571428571428572,6
2001-01-05,36.0,27.428571428571427,0.06999999999999999,6
2001-01-06,35.285714285714285,26.0,0.002857142857142857,6
2001-01-07,39.285714285714285,26.714285714285715,0.0,6
2001-01-08,31.857142857142858,16.428571428571427,0.027142857142857142,6
2001-01-09,23.857142857142858,8.285714285714286,0.008571428571428572,6
2001-01-10,36.285714285714285,17.857142857142858,0.0,6
2001-01-11,41.0,21.714285714285715,0.0,6
2001-01-12,42.714285714285715,26.428571428571427,0.0,6
2001-01-13,41.57142857142857,23.428571428571427,0.0,6
2001-01-14,42.0,28.0,0.03428571428571429,6
2001-01-15,42.57142857142857,33.857142857142854,0.017142857142857144,6
2001-01-16,34.285714285714285,30.428571428571427,0.004285714285714286,6
2001-01-17,31.428571428571427,27.857142857142858,0.0,6
2001-01-18,38.857142857142854,27.285714285714285,0.005714285714285714,6
2001-01-19,33.714285714285715,23.714285714285715,0.10571428571428572,6
2001-01-20,24.714285714285715,15.857142857142858,0.025714285714285714,6
2001-01-21,27.142857142857142,9.571428571428571,0.0,6
2001-01-22,33.57142857142857,20.0,0.0,6
2001-01-23,39.142857142857146,19.714285714285715,0.0,6
2001-01-24,33.714285714285715,23.142857142857142,0.005714285714285714,6
2001-01-25,28.142857142857142,17.0,0.0014285714285714286,6
2001-01-26,34.142857142857146,15.571428571428571,0.06714285714285714,6
2001-01-27,33.142857142857146,16.571428571428573,0.031428571428571424,6
2001-01-28,29.142857142857142,12.285714285714286,0.0,6
2001-01-29,45.714285714285715,27.714285714285715,0.2257142857142857,6
2001-01-30,47.857142857142854,35.57142857142857,0.42142857142857143,6
2001-01-31,38.42857142857143,33.142857142857146,0.022857142857142857,6
2001-02-01,36.57142857142857,29.857142857142858,0.0,6
2001-02-02,31.571428571428573,14.0,0.019999999999999997,6
2001-02-03,29.428571428571427,12.857142857142858,0.0014285714285714286,6
2001-02-04,43.857142857142854,28.0,0.027142857142857142,6
2001-02-05,35.142857142857146,29.857142857142858,0.017142857142857144,6
2001-02-06,37.0,30.0,0.07571428571428572,6
2001-02-07,40.42857142857143,26.857142857142858,0.0,6
2001-02-08,60.285714285714285,34.714285714285715,0.06999999999999999,6
2001-02-09,64.0,37.42857142857143,0.4842857142857144,6
2001-02-10,37.42857142857143,21.714285714285715,0.0,6
2001-02-11,30.428571428571427,18.0,0.0,6
2001-02-12,43.42857142857143,22.857142857142858,0.0,6
2001-02-13,46.285714285714285,33.42857142857143,0.015714285714285715,6
2001-02-14,53.42857142857143,39.42857142857143,0.43857142857142856,6
2001-02-15,39.714285714285715,33.142857142857146,0.041428571428571426,6
2001-02-16,37.857142857142854,29.571428571428573,0.11857142857142858,6
2001-02-17,29.571428571428573,17.142857142857142,0.0014285714285714286,6
2001-02-18,29.142857142857142,13.142857142857142,0.0,6
2001-02-19,48.42857142857143,22.0,0.0,6
2001-02-20,51.142857142857146,35.42857142857143,0.005714285714285714,6
2001-02-21,35.714285714285715,19.0,0.0,6
2001-02-22,28.142857142857142,17.714285714285715,0.04571428571428571,6
2001-02-23,38.57142857142857,25.142857142857142,0.0,6
2001-02-24,53.42857142857143,27.857142857142858,0.06714285714285714,6
2001-02-25,62.142857142857146,34.857142857142854,0.24714285714285714,6
2001-02-26,42.142857142857146,29.428571428571427,0.0,6
2001-02-27,39.57142857142857,28.0,0.0,6
2001-02-28,33.0,19.857142857142858,0.0,6
2001-03-01,42.42857142857143,18.714285714285715,0.0,6
2001-03-02,46.714285714285715,33.857142857142854,0.0,6
2001-03-03,45.57142857142857,33.714285714285715,0.0,6
2001-03-04,40.57142857142857,31.428571428571427,0.19714285714285715,6
2001-03-05,33.857142857142854,22.857142857142858,0.042857142857142864,6
2001-03-06,34.57142857142857,23.142857142857142,0.05142857142857143,6
2001-03-07,38.714285714285715,26.714285714285715,0.0,6
2001-03-08,37.285714285714285,25.571428571428573,0.002857142857142857,6
2001-03-09,34.42857142857143,23.857142857142858,0.02,6
2001-03-10,44.142857142857146,21.857142857142858,0.0,6
2001-03-11,46.714285714285715,31.285714285714285,0.047142857142857146,6
2001-03-12,57.142857142857146,29.857142857142858,0.2442857142857143,6
2001-03-13,51.285714285714285,37.42857142857143,0.2685714285714285,6
2001-03-14,51.857142857142854,33.42857142857143,0.0,6
2001-03-15,51.57142857142857,35.142857142857146,0.005714285714285714,6
2001-03-16,45.285714285714285,34.714285714285715,0.27999999999999997,6
2001-03-17,36.42857142857143,28.714285714285715,0.030000000000000002,6
2001-03-18,44.714285714285715,24.0,0.0,6
2001-03-19,49.285714285714285,22.857142857142858,0.0,6
2001-03-20,53.57142857142857,33.42857142857143,0.018571428571428572,6
2001-03-21,51.857142857142854,36.857142857142854,0.09000000000000001,6
2001-03-22,53.714285714285715,31.285714285714285,0.0,6
2001-03-23,54.285714285714285,31.0,0.0,6
2001-03-24,43.57142857142857,27.285714285714285,0.025714285714285717,6
2001-03-25,31.428571428571427,18.714285714285715,0.051428571428571435,6
2001-03-26,27.142857142857142,12.714285714285714,0.027142857142857142,6
2001-03-27,37.0,19.571428571428573,0.04,6
2001-03-28,48.857142857142854,22.285714285714285,0.0,6
2001-03-29,51.0,35.57142857142857,0.0014285714285714286,6
2001-03-30,49.42857142857143,34.0,0.002857142857142857,6
