Name,MapDate,DSCI
Alaska,20211130,0
Alaska,20211207,0
Alabama,20001226,274
Alabama,20010102,244
Alabama,20010109,247
Alabama,20010116,247
Alabama,20010123,186
Alabama,20010130,166
Alabama,20010206,166
Alabama,20010213,135
Alabama,20010220,133
Alabama,20010227,129
Alabama,20010306,47
Alabama,20010313,50
Alabama,20010320,23
Alabama,20010327,22
Alabama,20010403,15
Alabama,20010410,2
Alabama,20010417,3
Alabama,20010424,3
Alabama,20010501,4
Alabama,20010508,59
Alabama,20010515,59
Alabama,20010522,57
Alabama,20010529,67
Alabama,20010605,28
Alabama,20010612,0
Alabama,20010619,0
Alabama,20010626,0
Alabama,20010703,0
Alabama,20010710,0
Alabama,20010717,0
Alabama,20010724,0
Alabama,20010731,0
Alabama,20010807,0
Alabama,20010814,0
Alabama,20010821,0
Alabama,20010828,2
Alabama,20010904,0
Alabama,20010911,0
Alabama,20010918,0
Alabama,20010925,0
Alabama,20011002,4
Alabama,20011009,7
Alabama,20011016,7
Alabama,20011023,7
Alabama,20011030,20
Alabama,20011106,42
Alabama,20011113,51
Alabama,20011120,51
Alabama,20011127,46
Alabama,20011204,46
Alabama,20011211,21
Alabama,20011218,19
Alabama,20011225,31
Alabama,20020101,39
Alabama,20020108,49
Alabama,20020115,43
Alabama,20020122,31
Alabama,20020129,31
Alabama,20020205,32
Alabama,20020212,5
Alabama,20020219,44
Alabama,20020226,53
Alabama,20020305,69
Alabama,20020312,105
Alabama,20020319,90
Alabama,20020326,88
Alabama,20020402,37
Alabama,20020409,35
Alabama,20020416,21
Alabama,20020423,68
Alabama,20020430,103
Alabama,20020507,85
Alabama,20020514,136
Alabama,20020521,162
Alabama,20020528,176
Alabama,20020604,164
Alabama,20020611,170
Alabama,20020618,164
Alabama,20020625,188
Alabama,20020702,162
Alabama,20020709,167
Alabama,20020716,154
Alabama,20020723,153
Alabama,20020730,124
Alabama,20020806,71
Alabama,20020813,99
Alabama,20020820,105
Alabama,20020827,102
Alabama,20020903,124
Alabama,20020910,175
Alabama,20020917,154
Alabama,20020924,111
Alabama,20021001,13
Alabama,20021008,13
Alabama,20021015,31
Alabama,20021022,0
Alabama,20021029,0
Alabama,20021105,0
Alabama,20021112,0
Alabama,20021119,0
Alabama,20021126,0
Alabama,20021203,0
Alabama,20021210,0
Alabama,20021217,0
Alabama,20021224,0
Alabama,20021231,0
Alabama,20030107,0
Alabama,20030114,0
Alabama,20030121,0
Alabama,20030128,0
Alabama,20030204,2
Alabama,20030211,2
Alabama,20030218,0
Alabama,20030225,1
Alabama,20030304,0
Alabama,20030311,0
Alabama,20030318,0
Alabama,20030325,0
Alabama,20030401,0
Alabama,20030408,0
Alabama,20030415,0
Alabama,20030422,0
Alabama,20030429,0
Alabama,20030506,5
Alabama,20030513,10
Alabama,20030520,0
Alabama,20030527,0
Alabama,20030603,0
Alabama,20030610,0
Alabama,20030617,0
Alabama,20030624,0
Alabama,20030701,0
Alabama,20030708,0
Alabama,20030715,0
Alabama,20030722,0
Alabama,20030729,0
Alabama,20030805,0
Alabama,20030812,0
Alabama,20030819,0
Alabama,20030826,0
Alabama,20030902,0
Alabama,20030909,0
Alabama,20030916,0
Alabama,20030923,0
Alabama,20030930,0
Alabama,20031007,0
Alabama,20031014,0
Alabama,20031021,0
Alabama,20031028,0
Alabama,20031104,0
Alabama,20031111,0
Alabama,20031118,0
Alabama,20031125,0
Alabama,20031202,0
Alabama,20031209,0
Alabama,20031216,0
Alabama,20031223,0
Alabama,20031230,0
Alabama,20040106,0
Alabama,20040113,0
Alabama,20040120,0
Alabama,20040127,0
Alabama,20040203,0
Alabama,20040210,0
Alabama,20040217,0
Alabama,20040224,0
Alabama,20040302,0
Alabama,20040309,0
Alabama,20040316,0
Alabama,20040323,35
Alabama,20040330,44
Alabama,20040406,63
Alabama,20040413,49
Alabama,20040420,65
Alabama,20040427,64
